19.517787	21.497776
19.518136	21.510345
19.518457	21.522945
19.518749	21.535589
19.519013	21.548291
19.519248	21.561064
19.519454	21.573921
19.519631	21.586877
19.519778	21.599947
19.519894	21.613146
19.519978	21.626489
19.520029	21.639992
19.520047	21.653672
19.520028	21.667546
19.519973	21.681633
19.519878	21.695951
19.519742	21.710522
19.519561	21.725365
19.519335	21.740505
19.519058	21.755963
19.518727	21.771766
19.518339	21.787940
19.517889	21.804513
19.517371	21.821517
19.516781	21.838983
19.516110	21.856946
19.515353	21.875443
19.514501	21.894514
19.513544	21.914201
19.512472	21.934551
19.511272	21.955612
19.509932	21.977437
19.508435	22.000082
19.506764	22.023610
19.504898	22.048083
19.502815	22.073573
19.500487	22.100154
19.497885	22.127904
19.494973	22.156907
19.491711	22.187251
19.488053	22.219027
19.483945	22.252331
19.479325	22.287257
19.474122	22.323900
19.468254	22.362351
19.461625	22.402691
19.454126	22.444988
19.445634	22.489283
19.436004	22.535588
19.425078	22.583862
19.412677	22.634002
19.398603	22.685812
19.382646	22.738987
19.364586	22.793075
19.344206	22.847455
19.321302	22.901307
19.295710	22.953597
19.267324	23.003084
19.236134	23.048347
19.202247	23.087859
19.165913	23.120090
19.127536	23.143656
19.087664	23.157465
19.046955	23.160863
19.006129	23.153719
18.965902	23.136443
18.926929	23.109926
18.889755	23.075423
18.854784	23.034401
18.822279	22.988391
18.792364	22.938861
18.765053	22.887131
18.740273	22.834326
18.717891	22.781358
18.697739	22.728939
18.679629	22.677596
18.663370	22.627702
18.648774	22.579506
18.635664	22.533156
18.623877	22.488726
18.613265	22.446232
18.603695	22.405653
18.595047	22.366936
18.587216	22.330012
18.580111	22.294799
18.573650	22.261208
18.567761	22.229149
18.562381	22.198530
18.557457	22.169261
18.552939	22.141257
18.548785	22.114434
18.544957	22.088713
18.541424	22.064021
18.538156	22.040287
18.535127	22.017446
18.532316	21.995438
18.529701	21.974205
18.527265	21.953693
18.524992	21.933854
18.522867	21.914640
18.520880	21.896010
18.519017	21.877922
18.517269	21.860339
18.515627	21.843227
18.514083	21.826551
18.512628	21.810282
18.511258	21.794390
18.509965	21.778850
18.508744	21.763634
18.507591	21.748719
18.506501	21.734083
18.505469	21.719703
18.504493	21.705561
18.503569	21.691635
18.502694	21.677908
18.501865	21.664362
18.501080	21.650981
18.500337	21.637748
18.499634	21.624647
18.498968	21.611663
18.498339	21.598782
18.497744	21.585989
18.497183	21.573271
18.496655	21.560614
18.496158	21.548004
18.495692	21.535428
18.495256	21.522874
18.494849	21.510328
18.494471	21.497776
18.494122	21.485207
18.493801	21.472607
18.493509	21.459963
18.493245	21.447262
18.493010	21.434489
18.492803	21.421632
18.492627	21.408675
18.492480	21.395605
18.492364	21.382407
18.492280	21.369064
18.492228	21.355561
18.492211	21.341881
18.492229	21.328007
18.492285	21.313920
18.492380	21.299601
18.492516	21.285031
18.492696	21.270187
18.492923	21.255048
18.493200	21.239590
18.493530	21.223787
18.493919	21.207613
18.494369	21.191039
18.494886	21.174036
18.495477	21.156570
18.496147	21.138607
18.496904	21.120110
18.497757	21.101039
18.498714	21.081351
18.499786	21.061002
18.500985	21.039941
18.502326	21.018116
18.503823	20.995470
18.505494	20.971943
18.507360	20.947469
18.509443	20.921979
18.511770	20.895399
18.514373	20.867649
18.517284	20.838646
18.520546	20.808302
18.524204	20.776525
18.528312	20.743222
18.532932	20.708296
18.538135	20.671652
18.544004	20.633201
18.550633	20.592861
18.558131	20.550565
18.566624	20.506270
18.576253	20.459965
18.587179	20.411690
18.599581	20.361551
18.613655	20.309740
18.629612	20.256566
18.647671	20.202477
18.668052	20.148097
18.690956	20.094246
18.716548	20.041956
18.744933	19.992469
18.776123	19.947205
18.810011	19.907694
18.846345	19.875462
18.884721	19.851897
18.924594	19.838088
18.965302	19.834689
19.006129	19.841833
19.046356	19.859110
19.085329	19.885627
19.122503	19.920130
19.157473	19.961151
19.189979	20.007161
19.219894	20.056692
19.247205	20.108422
19.271985	20.161227
19.294367	20.214194
19.314519	20.266614
19.332629	20.317957
19.348888	20.367850
19.363484	20.416047
19.376594	20.462397
19.388380	20.506827
19.398992	20.549320
19.408563	20.589900
19.417211	20.628616
19.425041	20.665540
19.432146	20.700754
19.438608	20.734344
19.444497	20.766404
19.449876	20.797023
19.454801	20.826291
19.459319	20.854296
19.463473	20.881119
19.467300	20.906840
19.470833	20.931532
19.474102	20.955266
19.477130	20.978106
19.479942	21.000115
19.482557	21.021348
19.484993	21.041860
19.487266	21.061699
19.489390	21.080912
19.491378	21.099543
19.493241	21.117631
19.494988	21.135213
19.496631	21.152326
19.498175	21.169002
19.499629	21.185271
19.501000	21.201162
19.502292	21.216703
19.503513	21.231919
19.504666	21.246834
19.505757	21.261470
19.506788	21.275849
19.507764	21.289992
19.508688	21.303918
19.509563	21.317645
19.510392	21.331190
19.511177	21.344572
19.511920	21.357805
19.512624	21.370906
19.513289	21.383890
19.513919	21.396771
19.514513	21.409563
19.515074	21.422281
19.515603	21.434939
19.516100	21.447549
19.516566	21.460124
19.517002	21.472679
19.517409	21.485225
19.517787	21.497776
